Runtime Version, Firmware Version, Device Driver Version,PCIe Driver Version,Model Name,FPS,NPU Inference Time Mean,NPU Inference Time SD,NPU Inference Time CV,Latency Mean,Latency SD,Latency CV
3.2.0,2.5.0,2.1.0,2.0.1,YOLOV5X_2.dxnn,30.75,42.19,0.75,0.02,193.81,13.42,0.07
