Runtime Version, Firmware Version, Device Driver Version,PCIe Driver Version,Model Name,FPS,NPU Inference Time Mean,NPU Inference Time SD,NPU Inference Time CV,Latency Mean,Latency SD,Latency CV
3.1.0,2.4.0,2.1.0,2.0.1,YOLOV5X_2.dxnn,62.38,47.79,0.60,0.01,95.99,6.45,0.07
